iter	Passed	Remaining
720	33665	13027
721	33711	12980
722	33755	12932
723	33793	12882
724	33844	12837
725	33892	12791
726	33943	12746
727	33989	12699
728	34041	12654
729	34086	12607
730	34125	12557
731	34173	12511
732	34223	12466
733	34276	12421
734	34325	12375
735	34377	12330
736	34419	12282
737	34450	12230
738	34505	12186
739	34545	12137
740	34592	12090
741	34642	12045
742	34691	11999
743	34743	11954
744	34777	11903
745	34825	11857
746	34870	11810
747	34916	11763
748	34972	11719
749	35026	11675
750	35074	11629
751	35133	11586
752	35180	11539
753	35236	11496
754	35292	11452
755	35346	11408
756	35393	11361
757	35442	11315
758	35490	11268
759	35541	11223
760	35590	11177
761	35615	11124
762	35666	11078
763	35703	11028
764	35754	10983
765	35796	10935
766	35837	10886
767	35889	10841
768	35929	10792
769	35979	10747
770	36028	10701
771	36070	10653
772	36115	10605
773	36163	10559
774	36217	10514
775	36258	10466
776	36305	10419
777	36337	10368
778	36372	10318
779	36406	10268
780	36455	10222
781	36504	10176
782	36538	10126
783	36581	10078
784	36629	10032
785	36676	9985
786	36717	9937
787	36762	9890
788	36807	9843
789	36862	9798
790	36918	9754
791	36959	9706
792	37009	9660
793	37060	9615
794	37110	9569
795	37157	9522
796	37190	9472
797	37229	9424
798	37270	9375
799	37309	9327
800	37360	9281
801	37409	9235
802	37456	9189
803	37507	9143
804	37554	9097
805	37606	9051
806	37653	9005
807	37697	8957
808	37744	8911
809	37794	8865
810	37844	8819
811	37899	8774
812	37939	8726
813	37983	8679
814	38034	8633
815	38078	8586
816	38117	8537
817	38160	8490
818	38213	8445
819	38247	8395
820	38277	8345
821	38332	8300
822	38381	8254
823	38425	8207
824	38477	8161
825	38520	8114
826	38566	8067
827	38614	8021
828	38658	7974
829	38707	7928
830	38748	7880
831	38796	7833
832	38831	7784
833	38878	7738
834	38907	7688
835	38939	7638
836	38995	7594
837	39040	7547
838	39085	7500
839	39128	7452
840	39175	7406
841	39220	7359
842	39262	7312
843	39317	7267
844	39361	7220
845	39417	7175
846	39470	7129
847	39504	7081
848	39540	7032
849	39584	6985
850	39630	6938
851	39673	6891
852	39721	6845
853	39775	6800
854	39817	6752
855	39868	6706
856	39912	6659
857	39960	6613
858	40011	6567
859	40055	6520
860	40100	6473
861	40146	6427
862	40196	6381
863	40245	6335
864	40276	6285
865	40325	6239
866	40364	6192
867	40417	6146
868	40442	6096
869	40487	6049
870	40529	6002
871	40579	5956
872	40633	5911
873	40674	5863
874	40705	5815
875	40748	5768
876	40797	5721
877	40839	5674
878	40892	5629
879	40946	5583
880	40990	5536
881	41031	5489
882	41076	5442
883	41117	5395
884	41166	5349
885	41207	5302
886	41252	5255
887	41298	5208
888	41335	5161
889	41386	5115
890	41437	5069
891	41483	5022
892	41524	4975
893	41575	4929
894	41620	4882
895	41672	4836
896	41717	4790
897	41764	4743
898	41821	4698
899	41866	4651
900	41911	4605
901	41967	4559
902	42013	4513
903	42062	4466
904	42112	4420
905	42173	4375
906	42223	4329
907	42275	4283
908	42313	4236
909	42372	4190
910	42414	4143
911	42467	4097
912	42502	4050
913	42555	4004
914	42608	3958
915	42660	3912
916	42710	3865
917	42764	3819
918	42805	3772
919	42850	3726
920	42898	3679
921	42944	3633
922	42995	3586
923	43045	3540
924	43093	3494
925	43142	3447
926	43184	3400
927	43236	3354
928	43289	3308
929	43339	3262
930	43382	3215
931	43438	3169
932	43479	3122
933	43519	3075
934	43564	3028
935	43609	2981
936	43654	2935
937	43701	2888
938	43747	2841
939	43783	2794
940	43830	2748
941	43872	2701
942	43924	2655
943	43962	2607
944	44011	2561
945	44063	2515
946	44110	2468
947	44158	2422
948	44202	2375
949	44245	2328
950	44297	2282
951	44342	2235
952	44388	2189
953	44442	2142
954	44499	2096
955	44540	2049
956	44591	2003
957	44642	1957
958	44691	1910
959	44733	1863
960	44782	1817
961	44833	1770
962	44883	1724
963	44931	1677
964	44969	1631
965	45018	1584
966	45068	1538
967	45116	1491
968	45160	1444
969	45184	1397
970	45235	1351
971	45279	1304
972	45331	1257
973	45377	1211
974	45420	1164
975	45469	1118
976	45510	1071
977	45552	1024
978	45602	978
979	45653	931
980	45705	885
981	45736	838
982	45787	791
983	45831	745
984	45881	698
985	45921	652
986	45971	605
987	46031	559
988	46086	512
989	46136	466
990	46198	419
991	46250	372
992	46309	326
993	46350	279
994	46397	233
995	46444	186
996	46483	139
997	46530	93
998	46580	46
999	46630	0
